prefix,feature_type,level1,level2,level3,level4,description
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:partID,,,部分ID
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:branchID,,,枝番
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:prefecture,,,都道府県
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:city,,,市区町村
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:route,,,路線
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:startPost,,,起点側距離標
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:endPost,,,終点側距離標
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:startLat,,,起点経度
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:startLong,,,起点緯度
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:alternativeName,,,その他の名称
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:riverCode,,,河川管理コード
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:riverName,,,河川名称
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:sideType,,,左右岸区分
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftPost,,,左岸距離標
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftDistance,,,左岸距離標追加距離
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightPost,,,右岸距離標
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightDistance,,,右岸距離標追加距離
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftStartPost,,,左岸上流側距離標
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftStartDistance,,,左岸上流側距離標追加距離
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftEndPost,,,左岸下流側距離標
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:leftEndDistance,,,左岸下流側距離標追加距離
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightStartPost,,,右岸上流側距離標
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightStartDistance,,,右岸上流側距離標追加距離
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightEndPost,,,右岸下流側距離標
unf,uro:SewerPipe,uro:frnFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightEndDistance,,,右岸下流側距離標追加距離
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,,,,水域施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:grantType,,,施設区分名
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:degradationLevel,,,性能低下度
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:geologicalType,,,地質名
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:obstructingStructures,,,構造物による制限－構造物名
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:structuralLimitations,,,構造物による制限
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:length,,,長さ
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:minimumWidth,,,幅員－最小
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:maximumWidth,,,幅員－最大
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:plannedDepth,,,計画深
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:currentDepth,,,現在の水深
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:isDredged,,,浚渫の有無
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:areaType,,,内外区分
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:innerArea,,,面積_防波堤等の内側
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:outerArea,,,面積_防波堤等の外側
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:totalCost,,,事業費－総額
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:subsidy,,,事業費－補助金額
unf,uro:SewerPipe,uro:frnFacilityAttribute.HarborFacility,uro:note,,,備考
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,,,,外郭施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:grantType,,,施設区分名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:degradationLevel,,,性能低下度
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:structureType,,,構造形式
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:mainMaterial,,,主要用材
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:totalCost,,,事業費－総額
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:subsidy,,,事業費－補助金額
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortProtectiveFacility,uro:note,,,備考
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,,,,係留施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:grantType,,,施設区分名
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:degradationLevel,,,性能低下度
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:mainPartLength,,,延長_機能保有延長
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:totalLength,,,延長－取付部を含む延長
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:facilityWidth,,,施設の幅
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:apronWidth,,,エプロン幅
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:plannedDepth,,,計画深
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:currentDepth,,,現在の水深
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:area,,,面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:ceilingHeight,,,天端高
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:gravityResistant,,,耐重力
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:form,,,形態
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:mainVessels,,,主要利用船舶の種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:mooringPostWeight,,,附帯設備－係船柱重量
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:numberOfMooringPosts,,,附帯設備－係船柱の数
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:resistantMaterial,,,附帯設備－防げん材
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:lighting,,,附帯設備－照明設備
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:stairs,,,附帯設備－階段等
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:lifesavingAppliances,,,附帯設備－救命設備の名称
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:numberOfLifesavingAppliances,,,附帯設備－救命設備の数
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:bumper,,,附帯設備－車止め
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:numberOfVehicleBoardings,,,附帯設備－車両乗降設備－基数
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:vehicleBoardingWidth,,,附帯設備－車両乗降設備－幅員
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:shipType,,,船型
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:numberOfSeats,,,対象船舶－船席数
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:mainCargo,,,主要取扱貨物名
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:structureType,,,構造形式
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:mainMaterial,,,主要用材
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:totalCost,,,事業費－総額
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:subsidy,,,事業費－補助金額
unf,uro:SewerPipe,uro:frnFacilityAttribute.MooringFacility,uro:note,,,備考
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,,,,臨港交通施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:grantType,,,施設区分名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:degradationLevel,,,性能低下度
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:structureType,,,構造形式
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:startingPoint,,,起終点
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:length,,,長さ
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:area,,,面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:beddingWidth,,,規模_道路敷幅
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:numberOfLanes,,,規模_車線数
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:parkingLotCapacityOfBus,,,規模_駐車場収容台数_バス
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:parkingLotCapacityOfCars,,,規模_駐車場収容台数_乗用車
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:routeType,,,規模_単線・複線区分
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:heightToDigit,,,規模_桁下高
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:heightLimit,,,規模_制限高
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:minimumWidth,,,幅員－最小
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:minimumDepth,,,規模_最小水深
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:numberOfAircraftParkingSpaces,,,規模_駐機数
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:pavementType,,,舗装形態/塗装形態
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:mainCargo,,,主要取扱貨物名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:totalCost,,,事業費－総額
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:subsidy,,,事業費－補助金額
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortTransportationFacility,uro:note,,,備考
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,,,,航行補助施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:grantType,,,施設区分名
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:degradationLevel,,,性能低下度
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:totalCost,,,事業費－総額
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:subsidy,,,事業費－補助金額
unf,uro:SewerPipe,uro:frnFacilityAttribute.NavigationAssistanceFacility,uro:note,,,備考
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,,,,荷捌き施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:grantType,,,施設区分名
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:degradationLevel,,,性能低下度
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:mainCargo,,,主要取扱貨物名
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:mooringFacility,,,係留施設名
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:liftableLoad,,,荷役能力_吊り上げ荷重
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:ability,,,荷役能力_1時間あたりの能力
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:packingName,,,荷姿名
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:acquisitionYear,,,取得年度
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:innerTotalFloorArea,,,臨港地区内－総床面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:innerOfSiteArea,,,臨港地区内－敷地面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:outerOfTotalFloorArea,,,臨港地区外－総床面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:outerSiteArea,,,臨港地区外－敷地面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:mainMaterial,,,主要用材
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:totalCost,,,事業費－総額
unf,uro:SewerPipe,uro:frnFacilityAttribute.CargoHandlingFacility,uro:note,,,備考
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,,,,旅客施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:grantType,,,施設区分名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:degradationLevel,,,性能低下度
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:length,,,長さ
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:width,,,幅
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:mainMaterial,,,主要用材
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:totalFloorArea,,,総床面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:acquisitionYear,,,取得年度
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:totalCost,,,事業費－総額
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortPassengerFacility,uro:note,,,備考
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,,,,保管施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:grantType,,,施設区分名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:degradationLevel,,,性能低下度
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:innerTotalFloorArea,,,臨港地区内－総床面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:innerOfSiteArea,,,臨港地区内－敷地面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:outerOfTotalFloorArea,,,臨港地区外－総床面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:outerSiteArea,,,臨港地区外－敷地面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:mainCargo,,,主要取扱貨物名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:storageCapacity,,,保管容量－値
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:storageCapacityUnit,,,保管容量－単位
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:mainMaterial,,,主要用材
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:totalCost,,,事業費－総額
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortStorageFacility,uro:note,,,備考
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,,,,船舶役務用施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:grantType,,,施設区分名
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:degradationLevel,,,性能低下度
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:shipType,,,船型
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:supplyAbility,,,供給能力容量
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:supplyAbilityUnit,,,供給能力単位
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:mooringPlace,,,補給を受ける船舶の係留場所
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:length,,,長さ
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:width,,,幅
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:area,,,面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:acquisitionYear,,,取得年度
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:totalCost,,,事業費－総額
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:note,,,事業費－補助金額
unf,uro:SewerPipe,uro:frnFacilityAttribute.ShipServiceFacility,uro:shipType,,,船型
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,,,,廃棄物処理施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:grantType,,,施設区分名
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:isDesignated,,,特定技術基準対象施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:degradationLevel,,,性能低下度
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:structureType,,,構造形式
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:perimeter,,,延長_外周建設延長
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:mainPartLength,,,延長_機能保有延長
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:innterShoreLength,,,延長_内護岸延長
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:ceilingHeight,,,天端高
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:waveDissipatorLength,,,消波工延長
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:mainMaterial,,,主要用材
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:wasteType,,,廃棄物の種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:plannedDisposalArea,,,計画処分面積
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:plannedDisposalAmount,,,計画処分量
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:receivingCapacity,,,受入容量
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:shipType,,,船型
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:unitOfReceivingCapacity,,,受入容量単位
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:acquisitionYear,,,取得年度
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:totalCost,,,事業費－総額
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:subsidy,,,事業費－補助金額
unf,uro:SewerPipe,uro:frnFacilityAttribute.ortWasteTreatmentFacility,uro:note,,,備考
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,,,,環境整備施設
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:facilityId,,,対象施設内での識別子
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:facilityDetailType,,,施設種類
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:portName,,,港湾名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:portStatus,,,港格
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:district,,,地区名
unf,uro:SewerPipe,uro:frnFacilityAttribute.PortEnvironmentalImprovementFacility,uro:grantType,,,施設区分名
