prefix,feature_type,level1,level2,level3,level4,description
wwy,uro:Waterway,uro:tranFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightEndPost,,,右岸下流側距離標
wwy,uro:Waterway,uro:tranFacilityIdAttribute.uro:RiverFacilityIdAttribute,uro:rightEndDistance,,,右岸下流側距離標追加距離
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,,,,水域施設
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:geologicalType,,,地質名
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:obstructingStructures,,,構造物による制限－構造物名
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:structuralLimitations,,,構造物による制限
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:length,,,長さ
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:minimumWidth,,,幅員－最小
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:maximumWidth,,,幅員－最大
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:plannedDepth,,,計画深
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:currentDepth,,,現在の水深
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:isDredged,,,浚渫の有無
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:areaType,,,内外区分
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:innerArea,,,面積_防波堤等の内側
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:outerArea,,,面積_防波堤等の外側
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:subsidy,,,事業費－補助金額
wwy,uro:Waterway,uro:tranFacilityAttribute.HarborFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,,,,外郭施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:structureType,,,構造形式
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:mainMaterial,,,主要用材
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:subsidy,,,事業費－補助金額
wwy,uro:Waterway,uro:tranFacilityAttribute.PortProtectiveFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,,,,係留施設
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:mainPartLength,,,延長_機能保有延長
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:totalLength,,,延長－取付部を含む延長
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:facilityWidth,,,施設の幅
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:apronWidth,,,エプロン幅
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:plannedDepth,,,計画深
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:currentDepth,,,現在の水深
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:area,,,面積
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:ceilingHeight,,,天端高
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:gravityResistant,,,耐重力
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:form,,,形態
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:mainVessels,,,主要利用船舶の種類
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:mooringPostWeight,,,附帯設備－係船柱重量
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:numberOfMooringPosts,,,附帯設備－係船柱の数
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:resistantMaterial,,,附帯設備－防げん材
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:lighting,,,附帯設備－照明設備
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:stairs,,,附帯設備－階段等
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:lifesavingAppliances,,,附帯設備－救命設備の名称
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:numberOfLifesavingAppliances,,,附帯設備－救命設備の数
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:bumper,,,附帯設備－車止め
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:numberOfVehicleBoardings,,,附帯設備－車両乗降設備－基数
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:vehicleBoardingWidth,,,附帯設備－車両乗降設備－幅員
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:shipType,,,船型
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:numberOfSeats,,,対象船舶－船席数
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:mainCargo,,,主要取扱貨物名
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:structureType,,,構造形式
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:mainMaterial,,,主要用材
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:subsidy,,,事業費－補助金額
wwy,uro:Waterway,uro:tranFacilityAttribute.MooringFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,,,,臨港交通施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:structureType,,,構造形式
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:startingPoint,,,起終点
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:length,,,長さ
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:area,,,面積
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:beddingWidth,,,規模_道路敷幅
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:numberOfLanes,,,規模_車線数
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:parkingLotCapacityOfBus,,,規模_駐車場収容台数_バス
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:parkingLotCapacityOfCars,,,規模_駐車場収容台数_乗用車
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:routeType,,,規模_単線・複線区分
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:heightToDigit,,,規模_桁下高
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:heightLimit,,,規模_制限高
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:minimumWidth,,,幅員－最小
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:minimumDepth,,,規模_最小水深
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:numberOfAircraftParkingSpaces,,,規模_駐機数
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:pavementType,,,舗装形態/塗装形態
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:mainCargo,,,主要取扱貨物名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:subsidy,,,事業費－補助金額
wwy,uro:Waterway,uro:tranFacilityAttribute.PortTransportationFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,,,,航行補助施設
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:subsidy,,,事業費－補助金額
wwy,uro:Waterway,uro:tranFacilityAttribute.NavigationAssistanceFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,,,,荷捌き施設
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:mainCargo,,,主要取扱貨物名
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:mooringFacility,,,係留施設名
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:liftableLoad,,,荷役能力_吊り上げ荷重
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:ability,,,荷役能力_1時間あたりの能力
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:packingName,,,荷姿名
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:acquisitionYear,,,取得年度
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:innerTotalFloorArea,,,臨港地区内－総床面積
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:innerOfSiteArea,,,臨港地区内－敷地面積
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:outerOfTotalFloorArea,,,臨港地区外－総床面積
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:outerSiteArea,,,臨港地区外－敷地面積
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:mainMaterial,,,主要用材
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.CargoHandlingFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,,,,旅客施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:length,,,長さ
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:width,,,幅
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:mainMaterial,,,主要用材
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:totalFloorArea,,,総床面積
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:acquisitionYear,,,取得年度
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPassengerFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,,,,保管施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:innerTotalFloorArea,,,臨港地区内－総床面積
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:innerOfSiteArea,,,臨港地区内－敷地面積
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:outerOfTotalFloorArea,,,臨港地区外－総床面積
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:outerSiteArea,,,臨港地区外－敷地面積
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:mainCargo,,,主要取扱貨物名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:storageCapacity,,,保管容量－値
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:storageCapacityUnit,,,保管容量－単位
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:mainMaterial,,,主要用材
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.PortStorageFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,,,,船舶役務用施設
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:shipType,,,船型
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:supplyAbility,,,供給能力容量
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:supplyAbilityUnit,,,供給能力単位
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:mooringPlace,,,補給を受ける船舶の係留場所
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:length,,,長さ
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:width,,,幅
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:area,,,面積
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:acquisitionYear,,,取得年度
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:note,,,事業費－補助金額
wwy,uro:Waterway,uro:tranFacilityAttribute.ShipServiceFacility,uro:shipType,,,船型
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,,,,廃棄物処理施設
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:structureType,,,構造形式
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:perimeter,,,延長_外周建設延長
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:mainPartLength,,,延長_機能保有延長
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:innterShoreLength,,,延長_内護岸延長
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:ceilingHeight,,,天端高
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:waveDissipatorLength,,,消波工延長
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:mainMaterial,,,主要用材
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:wasteType,,,廃棄物の種類
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:plannedDisposalArea,,,計画処分面積
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:plannedDisposalAmount,,,計画処分量
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:receivingCapacity,,,受入容量
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:shipType,,,船型
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:unitOfReceivingCapacity,,,受入容量単位
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:acquisitionYear,,,取得年度
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:subsidy,,,事業費－補助金額
wwy,uro:Waterway,uro:tranFacilityAttribute.ortWasteTreatmentFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,,,,環境整備施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:usage,,,用途等
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:length,,,長さ
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:area,,,面積
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:totalFoorArea,,,総床面積
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:subsidy,,,事業費－補助金額
wwy,uro:Waterway,uro:tranFacilityAttribute.PortEnvironmentalImprovementFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,,,,公害防止施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:portStatus,,,港格
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:district,,,地区名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:grantType,,,施設区分名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:isDesignated,,,特定技術基準対象施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:degradationLevel,,,性能低下度
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:length,,,長さ
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:width,,,幅
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:crossSectionalArea,,,断面積
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:area,,,面積
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:height,,,高さ
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:mainMaterial,,,主要用材
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:totalCost,,,事業費－総額
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:subsidy,,,事業費－補助金額
wwy,uro:Waterway,uro:tranFacilityAttribute.PortPollutionControlFacility,uro:note,,,備考
wwy,uro:Waterway,uro:tranFacilityAttribute.PortWelfareFacility,,,,厚生施設
wwy,uro:Waterway,uro:tranFacilityAttribute.PortWelfareFacility,uro:facilityId,,,対象施設内での識別子
wwy,uro:Waterway,uro:tranFacilityAttribute.PortWelfareFacility,uro:facilityDetailType,,,施設種類
wwy,uro:Waterway,uro:tranFacilityAttribute.PortWelfareFacility,uro:portName,,,港湾名
wwy,uro:Waterway,uro:tranFacilityAttribute.PortWelfareFacility,uro:portStatus,,,港格
