モデルの接頭辞,feature_type,tag1,tag2,tag3,tag4,説明：属性名,データ型,同モデル内の日本語名 重複チェック,,feature_type+tag1+tag2+tag3+tag4,重複チェック,同モデル内の重複チェック,,属性名（1）_抽出,属性名（2）_抽出,属性名（3）_抽出,属性名（4）_抽出
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingTsunamiRiskAttribute,uro:rank,,,浸水ランク,,,,bldg:Buildinguro:BuildingTsunamiRiskAttributeuro:rank,,,,uro:BuildingTsunamiRiskAttribute,uro:rank,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingTsunamiRiskAttribute,uro:rankOrg,,,浸水ランク（独自）,,,,bldg:Buildinguro:BuildingTsunamiRiskAttributeuro:rankOrg,,,,uro:BuildingTsunamiRiskAttribute,uro:rankOrg,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingTsunamiRiskAttribute,uro:depth,,,浸水深,,,,bldg:Buildinguro:BuildingTsunamiRiskAttributeuro:depth,,,,uro:BuildingTsunamiRiskAttribute,uro:depth,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingHighTideRiskAttribute,,,,高潮浸水リスク,,,,bldg:Buildinguro:BuildingHighTideRiskAttribute,,,,uro:BuildingHighTideRiskAttribute,,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingHighTideRiskAttribute,uro:description,,,説明,,,,bldg:Buildinguro:BuildingHighTideRiskAttributeuro:description,,,,uro:BuildingHighTideRiskAttribute,uro:description,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingHighTideRiskAttribute,uro:rank,,,浸水ランク,,,,bldg:Buildinguro:BuildingHighTideRiskAttributeuro:rank,,,,uro:BuildingHighTideRiskAttribute,uro:rank,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingHighTideRiskAttribute,uro:rankOrg,,,浸水ランク（独自）,,,,bldg:Buildinguro:BuildingHighTideRiskAttributeuro:rankOrg,,,,uro:BuildingHighTideRiskAttribute,uro:rankOrg,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingHighTideRiskAttribute,uro:depth,,,浸水深,,,,bldg:Buildinguro:BuildingHighTideRiskAttributeuro:depth,,,,uro:BuildingHighTideRiskAttribute,uro:depth,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingInlandFloodingRiskAttribute,,,,内水浸水リスク,,,,bldg:Buildinguro:BuildingInlandFloodingRiskAttribute,,,,uro:BuildingInlandFloodingRiskAttribute,,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingInlandFloodingRiskAttribute,uro:description,,,説明,,,,bldg:Buildinguro:BuildingInlandFloodingRiskAttributeuro:description,,,,uro:BuildingInlandFloodingRiskAttribute,uro:description,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingInlandFloodingRiskAttribute,uro:rank,,,浸水ランク,,,,bldg:Buildinguro:BuildingInlandFloodingRiskAttributeuro:rank,,,,uro:BuildingInlandFloodingRiskAttribute,uro:rank,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingInlandFloodingRiskAttribute,uro:rankOrg,,,浸水ランク（独自）,,,,bldg:Buildinguro:BuildingInlandFloodingRiskAttributeuro:rankOrg,,,,uro:BuildingInlandFloodingRiskAttribute,uro:rankOrg,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingInlandFloodingRiskAttribute,uro:depth,,,浸水深,,,,bldg:Buildinguro:BuildingInlandFloodingRiskAttributeuro:depth,,,,uro:BuildingInlandFloodingRiskAttribute,uro:depth,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingLandSlideRiskAttribute,,,,土砂災害リスク,,,,bldg:Buildinguro:BuildingLandSlideRiskAttribute,,,,uro:BuildingLandSlideRiskAttribute,,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingLandSlideRiskAttribute,uro:description,,,現象区分,,,,bldg:Buildinguro:BuildingLandSlideRiskAttributeuro:description,,,,uro:BuildingLandSlideRiskAttribute,uro:description,,
bldg,bldg:Building,uro:buildingDisasterRiskAttribute.uro:BuildingLandSlideRiskAttribute,uro:areaType,,,区域区分,,,,bldg:Buildinguro:BuildingLandSlideRiskAttributeuro:areaType,,,,uro:BuildingLandSlideRiskAttribute,uro:areaType,,
bldg,bldg:Building,uro:buildingDataQualityAttribute.uro:BuildingDataQualityAttribute,,,,データ品質属性,,,,bldg:Buildinguro:BuildingDataQualityAttribute,,,,uro:BuildingDataQualityAttribute,,,
bldg,bldg:Building,uro:buildingDataQualityAttribute.uro:BuildingDataQualityAttribute,uro:srcScale,,,地図情報レベル,,,,bldg:Buildinguro:BuildingDataQualityAttributeuro:srcScale,,,,uro:BuildingDataQualityAttribute,uro:srcScale,,
bldg,bldg:Building,uro:buildingDataQualityAttribute.uro:BuildingDataQualityAttribute,uro:geometrySrcDesc,,,幾何属性作成方法,,,,bldg:Buildinguro:BuildingDataQualityAttributeuro:geometrySrcDesc,,,,uro:BuildingDataQualityAttribute,uro:geometrySrcDesc,,
bldg,bldg:Building,uro:buildingDataQualityAttribute.uro:BuildingDataQualityAttribute,uro:thematicSrcDesc,,,主題属性作成方法,,,,bldg:Buildinguro:BuildingDataQualityAttributeuro:thematicSrcDesc,,,,uro:BuildingDataQualityAttribute,uro:thematicSrcDesc,,
bldg,bldg:Building,uro:buildingDataQualityAttribute.uro:BuildingDataQualityAttribute,uro:appearanceSrcDesc,,,テクスチャ作成方法,,,,bldg:Buildinguro:BuildingDataQualityAttributeuro:appearanceSrcDesc,,,,uro:BuildingDataQualityAttribute,uro:appearanceSrcDesc,,
bldg,bldg:Building,uro:buildingDataQualityAttribute.uro:BuildingDataQualityAttribute,uro:lodType,,,詳細LOD,,,,bldg:Buildinguro:BuildingDataQualityAttributeuro:lodType,,,,uro:BuildingDataQualityAttribute,uro:lodType,,
bldg,bldg:Building,uro:buildingDataQualityAttribute.uro:BuildingDataQualityAttribute,uro:lod1HeightType,,,LOD1の立ち上げに使用する建築物の高さ,,,,bldg:Buildinguro:BuildingDataQualityAttributeuro:lod1HeightType,,,,uro:BuildingDataQualityAttribute,uro:lod1HeightType,,
bldg,bldg:Building,uro:keyValuePairAttribute.uro:KeyValuePair,,,,拡張属性,,,,bldg:Buildinguro:KeyValuePair,,,,uro:KeyValuePair,,,
bldg,bldg:Building,uro:keyValuePairAttribute.uro:KeyValuePair,uro:key,,,（コードに該当する説明を使用する）,,,,bldg:Buildinguro:KeyValuePairuro:key,,,,uro:KeyValuePair,uro:key,,
bldg,bldg:Building,uro:keyValuePairAttribute.uro:KeyValuePair,uro:codeValue,,,値,,,,bldg:Buildinguro:KeyValuePairuro:codeValue,,,,uro:KeyValuePair,uro:codeValue,,
bldg,bldg:Building,uro:keyValuePairAttribute.uro:KeyValuePair,(uro:stringValue),,,ー,,,,bldg:Buildinguro:KeyValuePair(uro:stringValue),,,,uro:KeyValuePair,(uro:stringValue),,
bldg,bldg:Building,uro:keyValuePairAttribute.uro:KeyValuePair,(uro:intValue),,,ー,,,,bldg:Buildinguro:KeyValuePair(uro:intValue),,,,uro:KeyValuePair,(uro:intValue),,
bldg,bldg:Building,uro:keyValuePairAttribute.uro:KeyValuePair,(uro:doubleValue),,,ー,,,,bldg:Buildinguro:KeyValuePair(uro:doubleValue),,,,uro:KeyValuePair,(uro:doubleValue),,
bldg,bldg:Building,uro:keyValuePairAttribute.uro:KeyValuePair,(uro:measureValue),,,ー,,,,bldg:Buildinguro:KeyValuePair(uro:measureValue),,,,uro:KeyValuePair,(uro:measureValue),,
bldg,bldg:Building,uro:keyValuePairAttribute.uro:KeyValuePair,(uro:dateValue),,,ー,xs:date,,,bldg:Buildinguro:KeyValuePair(uro:dateValue),,,,uro:KeyValuePair,(uro:dateValue),,
bldg,bldg:Building,uro:keyValuePairAttribute.uro:KeyValuePair,(uro:uriValue),,,ー,,,,bldg:Buildinguro:KeyValuePair(uro:uriValue),,,,uro:KeyValuePair,(uro:uriValue),,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProject,,,,プロジェクト情報,,,,bldg:Buildinguro:IfcProject,,,,uro:IfcProject,,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProject,uro:globalId,,,グローバルID,,,,bldg:Buildinguro:IfcProjecturo:globalId,,,,uro:IfcProject,uro:globalId,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProject,uro:name,,,オブジェクト名称,,,,bldg:Buildinguro:IfcProjecturo:name,,,,uro:IfcProject,uro:name,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProject,uro:description,,,追加説明,,,,bldg:Buildinguro:IfcProjecturo:description,,,,uro:IfcProject,uro:description,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProject,uro:objectType,,,オブジェクトタイプ,,,,bldg:Buildinguro:IfcProjecturo:objectType,,,,uro:IfcProject,uro:objectType,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProject,uro:longName,,,プロジェクト名称,,,,bldg:Buildinguro:IfcProjecturo:longName,,,,uro:IfcProject,uro:longName,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProject,uro:phase,,,プロジェクトの状態,,,,bldg:Buildinguro:IfcProjecturo:phase,,,,uro:IfcProject,uro:phase,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProject,uro:representationContexts,,,コンテキスト,,,,bldg:Buildinguro:IfcProjecturo:representationContexts,,,,uro:IfcProject,uro:representationContexts,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProject,uro:unitsInContext,,,単位系情報,,,,bldg:Buildinguro:IfcProjecturo:unitsInContext,,,,uro:IfcProject,uro:unitsInContext,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcBuilding,,,,建築物情報,,,,bldg:Buildinguro:IfcBuilding,,,,uro:IfcBuilding,,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcBuilding,uro:globalId,,,グローバルID,,,,bldg:Buildinguro:IfcBuildinguro:globalId,,,,uro:IfcBuilding,uro:globalId,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcBuilding,uro:name,,,オブジェクト名称,,,,bldg:Buildinguro:IfcBuildinguro:name,,,,uro:IfcBuilding,uro:name,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcBuilding,uro:description,,,追加説明,,,,bldg:Buildinguro:IfcBuildinguro:description,,,,uro:IfcBuilding,uro:description,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcBuilding,uro:objectType,,,オブジェクトタイプ,,,,bldg:Buildinguro:IfcBuildinguro:objectType,,,,uro:IfcBuilding,uro:objectType,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcBuilding,uro:longName,,,識別名称,,,,bldg:Buildinguro:IfcBuildinguro:longName,,,,uro:IfcBuilding,uro:longName,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcBuilding,uro:compositionType,,,空間構成の区分,,,,bldg:Buildinguro:IfcBuildinguro:compositionType,,,,uro:IfcBuilding,uro:compositionType,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcBuilding,uro:elevationOfRefHeight,,,基準海抜高度,,,,bldg:Buildinguro:IfcBuildinguro:elevationOfRefHeight,,,,uro:IfcBuilding,uro:elevationOfRefHeight,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcBuilding,uro:elevationOfTerrain,,,地盤面の海抜高度,,,,bldg:Buildinguro:IfcBuildinguro:elevationOfTerrain,,,,uro:IfcBuilding,uro:elevationOfTerrain,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcBuilding,uro:buildingAddress,,,住所,,,,bldg:Buildinguro:IfcBuildinguro:buildingAddress,,,,uro:IfcBuilding,uro:buildingAddress,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,,,,敷地情報,,,,bldg:Buildinguro:IfcSite,,,,uro:IfcSite,,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:globalId,,,グローバルID,,,,bldg:Buildinguro:IfcSiteuro:globalId,,,,uro:IfcSite,uro:globalId,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:name,,,オブジェクト名称,,,,bldg:Buildinguro:IfcSiteuro:name,,,,uro:IfcSite,uro:name,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:description,,,追加説明,,,,bldg:Buildinguro:IfcSiteuro:description,,,,uro:IfcSite,uro:description,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:objectType,,,オブジェクトタイプ,,重複あり,,bldg:Buildinguro:IfcSiteuro:objectType,重複あり,重複あり,,uro:IfcSite,uro:objectType,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:longName,,,識別名称,,,,bldg:Buildinguro:IfcSiteuro:longName,,,,uro:IfcSite,uro:longName,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:objectType,,,オブジェクトタイプ,,重複あり,,bldg:Buildinguro:IfcSiteuro:objectType,重複あり,重複あり,,uro:IfcSite,uro:objectType,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:refLongitude,,,敷地の参照ポイントの経度,,,,bldg:Buildinguro:IfcSiteuro:refLongitude,,,,uro:IfcSite,uro:refLongitude,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:refLatitude,,,敷地の参照ポイントの緯度,,,,bldg:Buildinguro:IfcSiteuro:refLatitude,,,,uro:IfcSite,uro:refLatitude,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:refElevation,,,敷地の参照ポイントの標高,,,,bldg:Buildinguro:IfcSiteuro:refElevation,,,,uro:IfcSite,uro:refElevation,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:landTitleNumber,,,土地登記に関連する識別情報,,,,bldg:Buildinguro:IfcSiteuro:landTitleNumber,,,,uro:IfcSite,uro:landTitleNumber,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcSite,uro:siteAddress,,,郵便住所,,,,bldg:Buildinguro:IfcSiteuro:siteAddress,,,,uro:IfcSite,uro:siteAddress,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcCoordinateReferenceSystem,,,,座標参照系情報,,,,bldg:Buildinguro:IfcCoordinateReferenceSystem,,,,uro:IfcCoordinateReferenceSystem,,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcCoordinateReferenceSystem,uro:name,,,座標参照系名称,,,,bldg:Buildinguro:IfcCoordinateReferenceSystemuro:name,,,,uro:IfcCoordinateReferenceSystem,uro:name,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcCoordinateReferenceSystem,uro:description,,,EPSGコードの追加情報,,,,bldg:Buildinguro:IfcCoordinateReferenceSystemuro:description,,,,uro:IfcCoordinateReferenceSystem,uro:description,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcCoordinateReferenceSystem,uro:geodeticDatum,,,測地原子,,,,bldg:Buildinguro:IfcCoordinateReferenceSystemuro:geodeticDatum,,,,uro:IfcCoordinateReferenceSystem,uro:geodeticDatum,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcCoordinateReferenceSystem,uro:verticalDatum,,,垂直原子,,,,bldg:Buildinguro:IfcCoordinateReferenceSystemuro:verticalDatum,,,,uro:IfcCoordinateReferenceSystem,uro:verticalDatum,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProjectedCRS,,,,投影座標系情報,,,,bldg:Buildinguro:IfcProjectedCRS,,,,uro:IfcProjectedCRS,,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProjectedCRS,uro:name,,,座標参照系名称,,,,bldg:Buildinguro:IfcProjectedCRSuro:name,,,,uro:IfcProjectedCRS,uro:name,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProjectedCRS,uro:description,,,EPSGコードの追加情報,,,,bldg:Buildinguro:IfcProjectedCRSuro:description,,,,uro:IfcProjectedCRS,uro:description,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProjectedCRS,uro:geodeticDatum,,,測地原子,,,,bldg:Buildinguro:IfcProjectedCRSuro:geodeticDatum,,,,uro:IfcProjectedCRS,uro:geodeticDatum,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProjectedCRS,uro:verticalDatum,,,垂直原子,,,,bldg:Buildinguro:IfcProjectedCRSuro:verticalDatum,,,,uro:IfcProjectedCRS,uro:verticalDatum,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProjectedCRS,uro:mapUnit,,,座標軸の単位,,,,bldg:Buildinguro:IfcProjectedCRSuro:mapUnit,,,,uro:IfcProjectedCRS,uro:mapUnit,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProjectedCRS,uro:mapProjection,,,投影座標系名称,,,,bldg:Buildinguro:IfcProjectedCRSuro:mapProjection,,,,uro:IfcProjectedCRS,uro:mapProjection,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcProjectedCRS,uro:mapZone,,,投影座標系の系,,,,bldg:Buildinguro:IfcProjectedCRSuro:mapZone,,,,uro:IfcProjectedCRS,uro:mapZone,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcMapConversion,,,,座標変換情報,,,,bldg:Buildinguro:IfcMapConversion,,,,uro:IfcMapConversion,,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcMapConversion,sourceCRS,,,変換元CRS,,,,bldg:Buildinguro:IfcMapConversionsourceCRS,,,,uro:IfcMapConversion,sourceCRS,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcMapConversion,targetCRS,,,変換先CRS,,,,bldg:Buildinguro:IfcMapConversiontargetCRS,,,,uro:IfcMapConversion,targetCRS,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcMapConversion,eastings,,,変換先座標系の東座標に沿った位置,,,,bldg:Buildinguro:IfcMapConversioneastings,,,,uro:IfcMapConversion,eastings,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcMapConversion,northings,,,変換先座標系の北座標に沿った位置,,,,bldg:Buildinguro:IfcMapConversionnorthings,,,,uro:IfcMapConversion,northings,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcMapConversion,orthogonalHeight,,,指定された垂直原子に対する高さ,,,,bldg:Buildinguro:IfcMapConversionorthogonalHeight,,,,uro:IfcMapConversion,orthogonalHeight,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcMapConversion,xAxisAbscissa,,,エンジニアリング（ワールド）座標系のローカルx軸の単位ベクトルの終点の東軸に沿った値,,,,bldg:Buildinguro:IfcMapConversionxAxisAbscissa,,,,uro:IfcMapConversion,xAxisAbscissa,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcMapConversion,uro:xAxisOrdinate,,,エンジニアリング（ワールド）座標系のローカルy軸の単位ベクトルの終点の東軸に沿った値,,,,bldg:Buildinguro:IfcMapConversionuro:xAxisOrdinate,,,,uro:IfcMapConversion,uro:xAxisOrdinate,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcMapConversion,uro:scale,,,縮尺係数,,,,bldg:Buildinguro:IfcMapConversionuro:scale,,,,uro:IfcMapConversion,uro:scale,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,,,,建築物共通属性,,,,bldg:Buildinguro:IfcPsetBuildingCommon,,,,uro:IfcPsetBuildingCommon,,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:buildingId,,,識別子,,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:buildingId,,,,uro:IfcPsetBuildingCommon,uro:buildingId,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:isPermanentId,,,永続性,,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:isPermanentId,,,,uro:IfcPsetBuildingCommon,uro:isPermanentId,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:mainFireUse,,,主な防災用途,,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:mainFireUse,,,,uro:IfcPsetBuildingCommon,uro:mainFireUse,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:ancillaryFireUse,,,付属的な防災用途,,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:ancillaryFireUse,,,,uro:IfcPsetBuildingCommon,uro:ancillaryFireUse,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:sprinklerProtection,,,スプリンクラー有無,,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:sprinklerProtection,,,,uro:IfcPsetBuildingCommon,uro:sprinklerProtection,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:sprinklerProtectionAutomatic,,,自動スプリンクラー有無,,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:sprinklerProtectionAutomatic,,,,uro:IfcPsetBuildingCommon,uro:sprinklerProtectionAutomatic,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:occupancyType,,,入居者区分,,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:occupancyType,,,,uro:IfcPsetBuildingCommon,uro:occupancyType,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:grossPlannedArea,,,計画総面積,,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:grossPlannedArea,,,,uro:IfcPsetBuildingCommon,uro:grossPlannedArea,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:numberOfStoreys,,,建築物内階数,,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:numberOfStoreys,,,,uro:IfcPsetBuildingCommon,uro:numberOfStoreys,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:yearOfConstruction,,,建築年,xs:gYear,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:yearOfConstruction,,,,uro:IfcPsetBuildingCommon,uro:yearOfConstruction,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetBuildingCommon,uro:isLandmarked,,,歴史的建造物,,,,bldg:Buildinguro:IfcPsetBuildingCommonuro:isLandmarked,,,,uro:IfcPsetBuildingCommon,uro:isLandmarked,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetSiteCommon,,,,敷地共通属性,,,,bldg:Buildinguro:IfcPsetSiteCommon,,,,uro:IfcPsetSiteCommon,,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetSiteCommon,uro:buildableArea,,,建築可能面積,,,,bldg:Buildinguro:IfcPsetSiteCommonuro:buildableArea,,,,uro:IfcPsetSiteCommon,uro:buildableArea,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetSiteCommon,uro:totalArea,,,敷地総面積,,,,bldg:Buildinguro:IfcPsetSiteCommonuro:totalArea,,,,uro:IfcPsetSiteCommon,uro:totalArea,,
bldg,bldg:Building,uro:ifcBuildingAttribute.uro:IfcPsetSiteCommon,uro:buildingHeightLimit,,,建築最大高さ,,,,bldg:Buildinguro:IfcPsetSiteCommonuro:buildingHeightLimit,,,,uro:IfcPsetSiteCommon,uro:buildingHeightLimit,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorFacilityAttribute,,,,屋内施設属性,,,,bldg:Buildinguro:IndoorFacilityAttribute,,,,uro:IndoorFacilityAttribute,,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorFacilityAttribute,uro:source,,,原典資料,,,,bldg:Buildinguro:IndoorFacilityAttributeuro:source,,,,uro:IndoorFacilityAttribute,uro:source,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorFacilityAttribute,uro:weekdayHours,,,営業時間（平日）,,,,bldg:Buildinguro:IndoorFacilityAttributeuro:weekdayHours,,,,uro:IndoorFacilityAttribute,uro:weekdayHours,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorFacilityAttribute,uro:weekendHours,,,営業時間（土日祝祭日）,,,,bldg:Buildinguro:IndoorFacilityAttributeuro:weekendHours,,,,uro:IndoorFacilityAttribute,uro:weekendHours,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorFacilityAttribute,uro:phone,,,電話番号,,,,bldg:Buildinguro:IndoorFacilityAttributeuro:phone,,,,uro:IndoorFacilityAttribute,uro:phone,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorFacilityAttribute,uro:website,,,ウェブサイト,,,,bldg:Buildinguro:IndoorFacilityAttributeuro:website,,,,uro:IndoorFacilityAttribute,uro:website,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorZoneAttribute,,,,屋内区画属性,,,,bldg:Buildinguro:IndoorZoneAttribute,,,,uro:IndoorZoneAttribute,,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorZoneAttribute,uro:source,,,原典資料,,,,bldg:Buildinguro:IndoorZoneAttributeuro:source,,,,uro:IndoorZoneAttribute,uro:source,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorZoneAttribute,uro:floorId,,,階層ID,,,,bldg:Buildinguro:IndoorZoneAttributeuro:floorId,,,,uro:IndoorZoneAttribute,uro:floorId,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorUserDefinedAttribute,,,,屋内利用者定義属性,,,,bldg:Buildinguro:IndoorUserDefinedAttribute,,,,uro:IndoorUserDefinedAttribute,,,
bldg,bldg:Building,uro:indoorBuildingAttribute.uro:IndoorUserDefinedAttribute,uro:source,,,原典資料,,,,bldg:Buildinguro:IndoorUserDefinedAttributeuro:source,,,,uro:IndoorUserDefinedAttribute,uro:source,,
